id,Class,Order,Family,Genus,Species,Sub species,Common Name,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
2193,Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,,Beluga whale,North America,68.2025,-167.55222,FALSE,Marine,Unknown,Arctic,Yes,No,No,Number of individuals,Counts,No,,,,,,,,,,,1352,,,,,,,,,,1200,,,,,,,,1171,,,,,,,,,,,,,,,,
2195,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,,Sea otter,North America,56,-176,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Unknown,No,,,,,,53000,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,,,,
2197,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,nereis,Sea otter,North America,36.97528,-122.16333,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Spring counts from aerial and coastal surveys,No,,,,,,,,,,,,,,1277,1303,1361,1586,1661,1725,1856,1680,1941,2101,2239,2359,2377,2278,2229,2114,2090,2317,2161,2139,2505,2825,2735,2692,3026,,,,,,,
2198,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,,Sea otter,North America,47.39667,-124.39,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial surveys,No,,,,,,,,19,12,,,36,,52,,65,,94,,208,212,276,313,307,360,395,430,502,433,604,503,555,551,672,743,,,,,,,,,,
2199,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,,Grey whale / Gray whale,North America,49.93167,-128.16083,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Shore-based surveys,No,11300,10000,17300,15000,13000,15000,16660,17500,13100,16900,,,,,22000,20200,,21000,,,,,17780,23000,,22490,,29758,,,19448,18178,,,,,,,,,,,,,
2200,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,,Grey whale / Gray whale,North America,49.93167,-128.16083,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Unknown,No,11000,10730,14400,14500,12800,15780,16390,14650,13700,17500,,,,,,18000,18670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,30,-170,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of individuals,Unknown,No,,,,,,,,,,,,,,,,,,,,,,,40000,,,,,,,,,,,,,,,,,,,,,,
2203,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,52.09694,-173.50056,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial surveys,No,,,,,,,,,,,,,,,,22000,,,,,7500,7250,6000,5650,,,5000,,5175,,5000,,5000,6000,,,,,,,,,,,
2204,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,59.07111,-144.96611,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial Counts,No,,,,,,,,,,,,,,,,18500,,,,,7500,6000,5085,,4900,,4000,,3000,,2500,,3000,2000,,,,,,,,,,,
2205,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,54.14556,-165.77722,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial surveys,No,,,,,,,,,,,,,,,,7500,,,,,4850,4940,5000,,6970,,5000,,4850,,4600,,4850,,5000,,,,,,,,,,
2206,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,56.92417,-136.93389,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of Individuals,Aerial surveys,No,,,,,,,,,,,,,,,,,,,,,5264,4800,4000,,3000,,1230,,1230,,1230,,2500,,2730,,,,,,,,,,
2207,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,59.495,-143.64972,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of juveniles and adults,Count,No,,,,,,,,,,,,,6898,,,,,,,,7629,8621,7555,,9001,,8231,,8693,,9892,,9951,,,,,,,,,,,,
2208,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,51.80917,-176.22111,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial surveys,No,,,,,,,,,,,,,,,,5000,,,,,3500,3000,2500,,1950,,2000,,1750,,1000,,500,,580,,,,,,,,,,
2209,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,56.97389,-151.78444,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial surveys,No,,,,,,,,,,,,,,,,5600,,,,,4000,3300,3280,,4000,,3280,,3000,,2500,,2780,,3000,,,,,,,,,,
2211,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,North America,56.16583,-152.31472,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Direct observ. Counts,No,,,,,,,,,,,,,,,,,,,,,,29405,27299,,24136,,22210,,20438,,18325,,19340,,20533,,,,21228,,,,,,
2213,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,,Northern elephant seal,North America,30,-170,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Individuals,Unknown,No,,,,,,,48000,,,,,,,,,,,,,,,,125000,,,,,,,,,,,,,,,,,,,,,,
2214,Mammalia,Carnivora,Phocidae,Monachus,schauinslandi,,Hawaiian monk seal,North America,30,-170,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of individuals,Total beach count.,No,,,,,,,,,,,475,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,Mammalia,Carnivora,Phocidae,Monachus,schauinslandi,,Hawaiian monk seal,North America,20.75028,-156.50028,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of individuals,Beach counts,No,,,,,,,,,,,,,,,,500,575,550,485,423,400,415,380,398,398,390,395,394,400,,350,350,345,,,,,,,,,,,,
2216,Mammalia,Carnivora,Phocidae,Monachus,schauinslandi,,Hawaiian monk seal,North America,28.41667,-178.33333,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Annual total of mean beach counts,beach counts at all major breeding colonies,No,,,,,,,,,,,,,,,,500,570,530,480,500,430,390,410,350,,380,380,360,380,380,,,,,,,,,,,,,,,
2217,Mammalia,Carnivora,Odobenidae,Odobenus,rosmarus,divergens,Pacific walrus,North America,53.58111,-172.61,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Unknown,No,,,,,,221000,,,,,246000,,,,,234000,,,,,201000,,,,,,,,,,,,,,,,,,,,,,,,
2218,Mammalia,Carnivora,Odobenidae,Odobenus,rosmarus,divergens,Pacific walrus,North America,64.41833,-169.48222,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Count surveys,No,,,,,,221000,,,,,246000,,,,,234000,,,,,201000,,,,,,,,,,,,,,,,129000,,,,,,,,
2219,Mammalia,Carnivora,Odobenidae,Odobenus,rosmarus,divergens,Pacific walrus,North America,60,-175,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Population size,Aerial survey,No,,,141950,,,234050,,,,,300700,,,,,243900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,Mammalia,Cetacea,Delphinidae,Orcinus,orca,,Killer whale / Orca,North America,30,-170,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of individuals,Unspecified,No,,,,,70,,,,,,,,,,,,,,,,,,,,,98,,,,,,80,,,,,,,,,,,,,
2221,Mammalia,Carnivora,Phocidae,Phoca,vitulina,,Harbour seal,North America,37.25028,-119.75028,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Unknown,No,,,,,,,,,,,,,,,,14000,,,,,19000,,,,,24000,,,,,,,,,,,,,,,,,,,
2222,Mammalia,Carnivora,Phocidae,Phoca,vitulina,richardii,Harbour seal,North America,37.25028,-119.75028,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Direct observation counts,No,1875,,,,,4950,,,,6250,,,16930,14000,13750,15000,15625,19000,17780,20000,18750,23000,23000,17780,21250,23160,,,,,,,,21250,,26500,,,,,,,,,
2223,Mammalia,Carnivora,Phocidae,Phoca,vitulina,richardii,Harbour seal,North America,44.00028,-120.50028,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial survey,No,,,,,,,,,,,,,,,,,,,,,,,,,,,6421,5247,,5735,,,,,,,,,,,,,,,
2224,Mammalia,Carnivora,Phocidae,Phoca,vitulina,richardii,Harbour seal,North America,46.25806,-124.08806,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial Surves,No,,,,,,,,6389,,,,,,,,,,,,,,,18667,,,,,17711,,,,,,,,,,,,,,,,,
2225,Mammalia,Carnivora,Phocidae,Phoca,vitulina,richardii,Harbour seal,North America,57.04583,-170.4,TRUE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Aerial counts,No,,,,,1175,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,
2226,Mammalia,Carnivora,Phocidae,Phoca,vitulina,richardii,Harbour seal,North America,56.50667,-157.62833,TRUE,Marine,Unknown,Pacific north temperate,Yes,No,No,number of seals,land-based counts,No,,,,,,,,,,,,,,,,,,,,,,,,,500,680,780,700,950,900,1100,,,,,,,,,,,,,,
2227,Mammalia,Carnivora,Phocidae,Phoca,vitulina,richardii,Harbour seal,North America,46.70694,-124.10472,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Counts,No,,,,,,,,,7000,,,,,13000,14000,,,,17250,17300,,21150,21000,22250,,,,,,,,,,,,,,,,,,,,,
2232,Mammalia,Carnivora,Ursidae,Ursus,maritimus,,Polar bear,North America,51.65,179.43,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of individuals,Unknown,No,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,3500,,,,,,,,2000,,,,,,,,
2233,Mammalia,Carnivora,Ursidae,Ursus,maritimus,,Polar bear,North America,64.00028,-150.00028,FALSE,Marine,Unknown,Arctic,Yes,No,No,population estimate,Unknown,No,,,,,,,,5625,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,Mammalia,Carnivora,Otariidae,Zalophus,californianus,,Californian sea lion,North America,37.25028,-119.75028,FALSE,Marine,Unknown,Pacific north temperate,Yes,No,No,Number of pups,Aerial photographic surveys,No,,,,,,12000,11320,16000,12200,14000,13500,17000,19000,12200,13000,15000,17280,18900,20000,23500,25000,29000,22000,23500,36000,36300,,,,,,,,,,,,,,,,,,,
3405,Mammalia,Artiodactyla,Cervidae,Alces,americanus,,Moose,North America,48.00889,-88.8675,TRUE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Individuals,1959 - 1982 population reconstruction from recoveries of dead moose 1983 - 1997 aerial survey,No,1312,1437,1562,1500,1562,1437,1375,1218,1062,1100,1000,900,885,830,800,1062,1030,1375,1635,1375,1218,1312,1562,1875,1750,3625,1187,500,700,,,,,,,,,,,,,,,,
3409,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,,Pronghorn,North America,44.57472,-110.51667,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Number of individuals,Aerial survey - count,No,,,,,,,,,,,,,,,,,,,,,,591,,,,225,,,231,204,,,,,,,,,,,,,,,
3410,Mammalia,Artiodactyla,Bovidae,Bison,bison,,American bison / Wood bison / Plains bison,North America,44.66667,-110.46667,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Individuals,Estimation from count,No,500,550,700,710,900,900,900,1100,1300,1500,1750,2100,1650,1650,1650,1900,2100,2400,2400,2200,2700,2700,3100,3000,3600,3400,3000,1650,,,,,,,,,,,,,,,,,
3412,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,48.10611,-95.22806,TRUE,Terrestrial,Temperate grasslands  savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,17.8,10,14.3,46.45,35,26.35,18.75,26,12.5,7,,,,,,,,,,,,,,,,,,,
3413,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,47.955,-94.78639,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,19,16,15,15,25.125,33.6,27.73,16,15,23.87,,,,,,,,,,,,,,,,,,,
3414,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,47.31667,-92.5475,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,6.25,13,8,18,18,24,25,15.8,26.3,13,,,,,,,,,,,,,,,,,,,
3415,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,45.33611,-94.40472,FALSE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,11,15,5.85,21,17,21,22,23,17,23.5,,,,,,,,,,,,,,,,,,,
3416,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,47.73167,-93.62833,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,7,14,10,9,7,17.5,6.25,12.5,14.5,7,,,,,,,,,,,,,,,,,,,
3417,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,47.71667,-96.55,TRUE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,7.85,4.8,10,6,6,18.75,7,20,6,10,,,,,,,,,,,,,,,,,,,
3418,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,43.77278,-91.80944,FALSE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,,11,10.35,11,11,29,29,29,25,60.75,,,,,,,,,,,,,,,,,,,
3419,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,44.44694,-96.29611,FALSE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,68.75,75,68.75,72,83,78.5,71,71,69.5,62.5,,,,,,,,,,,,,,,,,,,
3420,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,46.11639,-93.14583,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,57.3,31.25,17.5,7.5,12.5,31.25,36.125,19.8,24.8,25.125,,,,,,,,,,,,,,,,,,,
3421,Mammalia,Carnivora,Canidae,Canis,latrans,,Coyote,North America,46.00028,-99.00028,TRUE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,Number of animals seen per hour,Direct observations from aerial survey,No,0.6,0.135,,1,0.75,1.35,,1.7,1.35,1,,1.7,,,,1.7,1,3.5,1.35,,,,3.5,3.25,,,,,,,,,,,,,,,,,,,,,
3422,Mammalia,Carnivora,Canidae,Canis,lupus,rufus,Grey wolf / Gray wolf,North America,39.83333,-98.58333,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Individuals,Population estimate,No,,,,,,,,,,,,,,,,,,,,,,,,,,56,,70,,77.5,,,,,,,,,,,,,,,
3423,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,Red deer / Elk,North America,41.41667,-78.56667,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Individuals,mark-resighting,No,,,,,,,,,,,,,,,,,,,,,,,183,205,224,254,,312,,480,566,622,,552,,,,,,,,,,,
3424,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,Red deer / Elk,North America,43.64667,-84.815,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Number of individuals,Unknown,No,,,,,,200,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,
3425,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,Red deer / Elk,North America,46.85278,-121.76028,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Individuals,Aerial survey - population estimate,No,,,,,,,,,,,,,,,,818,974,912,818,836,1236,1356,994,1108,814,986,782,574,660,576,540,506,,,,,,,,,,,,,
3427,Mammalia,Carnivora,Felidae,Puma,concolor,,Mountain lion / Puma / Cougar,North America,35,-117.83333,FALSE,Terrestrial,Deserts and xeric shrublands,Nearctic,Yes,No,No,Number of individuals,Estimate,No,,,2500,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,,,,,
3429,Mammalia,Lagomorpha,Leporidae,Lepus,americanus,,Snowshoe hare,North America,48.00889,-88.8675,TRUE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Index of snowshow hare density per /100km.,Observation,No,,,,,1.5,0.9,1.2,0.4,0.6,1.8,2.7,2.2,0.8,0.2,0.6,2.5,,4.5,11.7,7,3.8,1.8,1.1,0.5,1.2,1.8,1.75,,,,,,,,,,,,,,,,,,
3430,Mammalia,Lagomorpha,Leporidae,Lepus,americanus,,Snowshoe hare,North America,63.32972,-150.5,TRUE,Terrestrial,Tundra,Nearctic,Yes,No,No,Index (observed/day),Observation,No,,,,,,,,,,,,,,,,,,,6.75,7,4.5,2.5,1.25,0.8,0.6,0.8,0.7,3.5,7.2,,,,,,,,,,,,,,,,
3435,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,48.10611,-95.22806,TRUE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,71.875,89.84,60.94,59.375,70.3,45.3,50,65.625,56.25,45.3,,,,,,,,,,,,,,,,,,,
3436,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,47.955,-94.78639,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,52,49.8,49,52,43.7,45.75,43,36.35,41.5,38,,,,,,,,,,,,,,,,,,,
3437,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,47.31667,-92.5475,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,2,12,0.5,25.25,21.3,13,12.7,4.45,5.8,16.75,,,,,,,,,,,,,,,,,,,
3438,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,45.33611,-94.40472,FALSE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,47,39.5,32.75,22.685,34.8,37,38,28,31,30,,,,,,,,,,,,,,,,,,,
3439,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,47.73167,-93.62833,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,68.75,38,42.95,28.87,47,53,31,15,37.5,44.7,,,,,,,,,,,,,,,,,,,
3440,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,47.71667,-96.55,TRUE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,43.75,54,47,46.5,48.5,34.125,34.125,37,42,55,,,,,,,,,,,,,,,,,,,
3441,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,43.77278,-91.80944,FALSE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,25,31,53.5,30,50,36,43.75,62.5,9,37.5,,,,,,,,,,,,,,,,,,,
3442,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,44.44694,-96.29611,FALSE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,54,42,24,47,37.5,54,39,51.5,54,39,,,,,,,,,,,,,,,,,,,
3443,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,Skunk / Striped skunk,North America,46.11639,-93.14583,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.,Presence or absence of tracks at scent-stations,No,,,,,,,,,,,,,,,,,33,17,52.5,37,52,43.75,43.75,33,55.25,21.75,,,,,,,,,,,,,,,,,,,
3444,Mammalia,Rodentia,Cricetidae,Microtus,montanus,,Montane vole,North America,43.81389,-110.71,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Number of individuals per 100 trap nights,Live trapping,No,0.1,0.4,0.9,8.1,3.6,1.8,6.2,2.1,0.6,2.2,1.5,0.3,0.6,6.1,2,2.6,0.2,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,White-tailed deer,North America,43,-73.83333,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Individuals,Population estimate,No,,,,,,,,,,,,,,1420000,1470000,1567500,1635000,1689000,1702500,1756800,1716200,1770000,1810000,,,,,,,,,,,,,,,,,,,,,,
3447,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,White-tailed deer,North America,48.23961,-113.80022,TRUE,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,Yes,No,No,Number of individuals,Linclon estimates from aerial census,No,,,,,,,,,,,,388,448,578,680,539,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
